job_id,arrival_time,burst_time,priority,mem_util
0,0,50.0,10,250
1,26200,1917.0,10,250
2,26200,1974.0,10,250
3,26200,2236.0,10,75
4,26200,2253.0,10,100
5,26200,2307.0,10,75
6,26200,2564.0,10,500
7,26200,2617.0,10,10
8,26200,3229.0,10,75
9,26200,3323.0,10,500
10,26200,117.0,10,10
11,26200,119.0,10,500
12,26200,121.0,10,75
13,26200,122.0,10,50
14,26200,124.0,10,250
15,26200,127.0,6,100
16,26200,136.0,10,10
17,26200,152.0,10,250
18,26200,167.0,10,1000
19,26201,1174.0,10,50
20,26201,1211.0,10,250
21,26201,1396.0,10,50
22,26201,1403.0,10,250
23,26201,1522.0,10,500
24,26201,1648.0,10,100
25,26201,2000.0,10,500
26,26201,2115.0,10,100
27,26201,2516.0,10,10
28,26201,253029.0,0,1000
29,26201,253034.0,0,50
30,26201,253034.0,0,1000
31,26201,253034.0,2,1000
32,26201,253034.0,0,500
33,26201,253034.0,0,1000
34,26201,253029.0,0,10
35,26201,253034.0,0,10
36,26201,253034.0,0,1000
37,26201,322.0,10,75
38,26201,328.0,10,50
39,26201,342.0,10,50
40,26201,350.0,10,1000
41,26201,357.0,10,75
42,26201,374.0,10,50
43,26201,384.0,10,75
44,26201,384.0,10,50
45,26201,513.0,10,500
46,26201,1196.0,10,500
47,26201,1538.0,10,50
48,26201,1748.0,10,500
49,26201,1767.0,10,250
50,26201,1872.0,10,50
51,26201,1890.0,10,250
52,26201,2333.0,10,10
53,26201,2628.0,10,500
54,26201,2633.0,10,10
55,26201,253034.0,0,50
56,26201,253034.0,0,10
57,26201,253034.0,0,100
58,26201,253029.0,0,1000
59,26201,253034.0,0,1000
60,26201,253034.0,0,50
61,26201,253034.0,0,100
62,26201,253034.0,0,100
63,26201,253029.0,0,50
64,26201,1050.0,10,250
65,26201,1074.0,10,10
66,26201,1159.0,10,100
67,26201,1246.0,10,1000
68,26201,1260.0,10,1000
69,26201,1351.0,10,75
70,26201,1371.0,10,50
71,26201,1443.0,10,75
72,26201,1743.0,10,250
73,26201,253034.0,0,500
74,26201,253034.0,0,100
75,26201,253034.0,0,10
76,26201,253034.0,0,100
77,26201,253034.0,0,250
78,26201,253034.0,0,250
79,26201,253034.0,0,1000
80,26201,253029.0,0,75
81,26201,253034.0,0,500
82,26224,2151.0,0,10
83,26224,2260.0,0,75
84,26224,2403.0,10,500
85,26224,2624.0,10,1000
86,26224,2721.0,0,50
87,26224,2757.0,0,100
88,26224,3147.0,0,250
89,26224,3347.0,0,500
90,26224,3535.0,0,500
91,26224,80.0,0,75
92,26224,83.0,0,1000
93,26224,89.0,0,100
94,26224,91.0,0,250
95,26224,97.0,0,50
96,26224,109.0,0,250
97,26224,116.0,6,75
98,26224,127.0,6,1000
99,26224,152.0,0,75
100,26224,608.0,10,50
101,26224,724.0,10,250
102,26224,758.0,10,100
103,26224,783.0,0,250
104,26224,794.0,10,75
105,26224,858.0,10,250
106,26224,1180.0,0,500
107,26224,1211.0,0,100
108,26224,1331.0,0,250
109,26224,5726.0,0,1000
110,26224,5793.0,0,50
111,26224,5834.0,10,10
112,26224,6062.0,10,500
113,26224,6432.0,10,75
114,26224,6508.0,0,100
115,26224,6853.0,0,500
116,26224,7045.0,0,75
117,26224,8097.0,0,75
118,26224,264.0,0,10
119,26224,265.0,0,50
120,26224,279.0,0,250
121,26224,296.0,0,50
122,26224,308.0,0,75
123,26224,325.0,10,10
124,26224,386.0,10,50
125,26224,481.0,0,1000
126,26224,591.0,10,50
127,26224,1325.0,10,100
128,26224,1579.0,0,250
129,26224,1785.0,10,250
130,26224,1837.0,10,1000
131,26224,1865.0,0,75
132,26224,2044.0,0,50
133,26224,2173.0,0,1000
134,26224,2479.0,0,50
135,26224,2859.0,0,250
136,26224,13380.0,10,75
137,26224,14761.0,10,100
138,26224,20581.0,0,50
139,26224,25591.0,0,50
140,26224,29122.0,10,250
141,26224,36479.0,0,100
142,26224,36938.0,0,10
143,26224,37595.0,10,1000
144,26224,46809.0,0,1000
145,26224,936.0,0,10
146,26224,1028.0,0,100
147,26224,1101.0,0,50
148,26224,1141.0,0,10
149,26224,1278.0,0,50
150,26224,1329.0,10,500
151,26224,1483.0,0,75
152,26224,1709.0,0,1000
153,26224,1930.0,10,75
154,26224,3643.0,0,500
155,26224,4065.0,0,250
156,26224,4318.0,0,1000
157,26224,4449.0,10,50
158,26224,4745.0,0,500
159,26224,4805.0,0,1000
160,26224,5233.0,0,75
161,26224,5332.0,10,75
162,26224,5454.0,0,75
