job_id,arrival_time,burst_time,priority,mem_util
0,0,78708.0,4,75
1,0,78705.0,0,100
2,0,78701.0,0,1000
3,0,78701.0,0,50
4,0,56052.0,2,1000
5,0,48509.0,0,50
6,0,71118.0,0,50
7,0,63575.0,0,100
8,0,16568.0,10,500
9,0,14499.0,10,500
10,0,9749.0,10,100
11,0,16902.0,0,75
12,0,78700.0,0,250
13,0,78700.0,0,250
14,0,78700.0,0,250
15,0,78700.0,0,50
16,0,48686.0,0,500
17,0,72724.0,10,100
18,0,74821.0,0,50
19,0,78699.0,0,50
20,0,16603.0,10,100
21,0,36115.0,0,75
22,0,31144.0,0,250
23,0,43389.0,0,250
24,0,78539.0,0,500
25,0,78541.0,0,250
26,0,78699.0,0,500
27,0,78699.0,0,1000
28,0,12169.0,10,250
29,0,10263.0,10,75
30,0,13085.0,10,250
31,0,12200.0,10,10
32,0,3702.0,2,10
33,0,2983.0,2,100
34,0,6233.0,0,100
35,0,3729.0,0,250
36,0,1102.0,2,1000
37,0,655.0,2,50
38,0,1217.0,0,100
39,0,980.0,0,10
40,0,332.0,10,100
41,0,304.0,10,250
42,0,697.0,0,100
43,0,525.0,10,100
44,0,166.0,2,50
45,0,200.0,2,1000
46,0,202.0,0,50
47,0,252.0,10,500
48,0,58065.0,0,100
49,0,37100.0,10,100
50,0,64949.0,2,10
51,0,39186.0,10,250
52,0,9339.0,0,250
53,0,19944.0,10,50
54,0,30836.0,10,500
55,0,28294.0,10,1000
56,0,10330.0,0,75
57,0,8897.0,2,250
58,0,12744.0,10,10
59,0,11121.0,0,250
60,0,3578.0,0,500
61,1,3266.0,10,100
62,1,7044.0,2,50
63,1,3836.0,10,10
64,1,3251.0,10,50
65,1,3012.0,0,500
66,1,6547.0,10,10
67,1,4657.0,10,75
68,1,356.0,2,100
69,1,393.0,2,250
70,1,799.0,0,500
71,1,702.0,0,75
72,1,884.0,0,250
73,1,833.0,10,100
74,1,1217.0,2,250
75,1,1132.0,0,250
76,1,638.0,2,75
77,1,635.0,2,75
78,1,968.0,0,50
79,1,874.0,0,100
80,1,98.0,10,10
81,1,112.0,2,10
82,1,230.0,0,75
83,1,170.0,2,75
84,1,26.0,10,75
85,1,28.0,0,250
86,1,45.0,0,250
87,1,41.0,2,50
88,1,26.0,2,10
89,1,39.0,0,50
90,1,37.0,2,1000
91,1,41.0,10,100
92,1,15.0,0,10
93,1,22.0,2,500
94,1,18.0,10,100
95,1,20.0,10,75
96,1,14.0,2,10
97,1,23.0,0,75
98,1,14.0,10,100
99,1,28.0,10,50
100,1,13.0,0,250
101,1,14.0,10,50
102,1,16.0,10,50
103,1,15.0,10,250
104,1,8.0,0,50
105,1,8.0,2,500
106,1,5.0,4,500
107,1,8.0,10,1000
108,15,7761.0,10,10
109,15,9871.0,10,500
110,15,11801.0,10,10
111,15,12851.0,10,500
112,15,42160.0,10,500
113,15,72421.0,10,500
114,15,50071.0,10,50
115,15,76255.0,10,50
116,15,78548.0,0,75
117,15,48151.0,10,250
118,15,78693.0,0,250
119,15,58764.0,10,75
120,15,318.0,10,500
121,15,455.0,10,10
122,15,648.0,10,75
123,15,702.0,10,75
124,15,24643.0,10,500
125,15,10072.0,10,100
126,15,31554.0,10,1000
127,15,15872.0,10,50
128,15,753.0,10,10
129,15,742.0,10,1000
130,15,982.0,10,250
131,15,1218.0,10,1000
132,16,162.0,10,75
133,16,194.0,10,250
134,16,232.0,10,50
135,16,348.0,10,500
136,16,16.0,10,75
137,16,25.0,10,250
138,16,27.0,10,250
139,16,28.0,2,75
140,16,7.0,4,500
141,16,7.0,10,250
142,16,9.0,10,50
143,16,13.0,10,250
144,30,78556.0,4,50
145,30,78558.0,0,100
146,30,78677.0,0,50
147,30,78677.0,0,100
148,30,78567.0,0,10
149,30,78575.0,0,100
150,30,78677.0,0,75
151,30,78677.0,0,250
152,30,78580.0,0,75
153,30,78582.0,0,75
154,30,78678.0,0,100
155,30,78678.0,0,500
156,30,78591.0,0,250
157,30,78588.0,0,100
158,30,78678.0,0,10
159,31,78678.0,0,10
160,31,78598.0,4,75
161,31,78599.0,0,10
162,31,78678.0,0,75
163,31,78678.0,0,250
164,31,78606.0,0,10
165,31,78607.0,0,10
166,31,78678.0,0,500
167,31,78678.0,0,50
168,31,78613.0,0,1000
169,31,78615.0,0,250
170,31,78678.0,0,50
171,31,78678.0,0,75
172,31,78678.0,0,100
173,31,78678.0,0,250
174,31,78678.0,0,50
175,31,78678.0,2,10
176,31,34276.0,10,10
177,31,20333.0,2,1000
178,31,31078.0,10,1000
179,31,23145.0,2,100
180,31,2451.0,10,100
181,31,6615.0,2,50
182,31,5196.0,10,75
183,31,8291.0,10,1000
184,31,4690.0,10,500
185,31,5299.0,2,75
186,31,6544.0,10,100
187,31,6463.0,10,500
188,31,1924.0,10,250
189,31,1099.0,10,1000
190,31,2227.0,10,100
191,31,1156.0,10,1000
192,31,78623.0,0,1000
193,31,78626.0,0,50
194,31,78678.0,0,500
195,31,78677.0,0,10
196,31,78630.0,0,100
197,31,78631.0,0,500
198,31,78677.0,0,50
199,31,78677.0,0,75
200,31,78636.0,0,50
201,31,78637.0,0,500
202,31,78677.0,0,1000
203,31,78677.0,0,10
204,31,10202.0,10,75
205,31,11564.0,10,100
206,31,11979.0,10,1000
207,31,14995.0,10,250
208,32,11727.0,10,250
209,32,10395.0,10,500
210,32,14629.0,10,100
211,32,12608.0,10,10
212,32,1308.0,4,10
213,32,1725.0,10,10
214,32,2072.0,2,250
215,32,2694.0,10,50
216,32,2298.0,10,10
217,32,2857.0,10,100
218,32,3318.0,4,500
219,32,4453.0,10,250
220,32,3670.0,10,100
221,32,3452.0,10,75
222,32,4953.0,10,1000
223,32,5681.0,4,75
224,32,431.0,10,250
225,32,417.0,10,10
226,32,589.0,2,100
227,32,624.0,10,100
228,32,356.0,10,10
229,32,139.0,10,10
230,32,352.0,10,1000
231,32,193.0,2,1000
232,32,106.0,10,75
233,32,118.0,2,1000
234,32,100.0,2,500
235,32,126.0,0,500
236,32,49.0,2,50
237,32,60.0,0,100
238,32,49.0,2,10
239,32,54.0,0,250
240,32,26.0,10,250
241,32,34.0,10,250
242,32,30.0,2,10
243,32,60.0,0,1000
244,32,14.0,0,75
245,32,24.0,2,1000
246,32,34.0,2,250
247,32,36.0,0,10
248,32,6.0,2,75
249,32,8.0,2,50
250,32,10.0,0,75
251,32,12.0,0,1000
252,49,78603.0,0,100
253,49,68995.0,0,50
254,49,72341.0,2,250
255,49,54906.0,0,250
256,49,78588.0,0,75
