job_id,arrival_time,burst_time,priority,mem_util
0,20387,13242.0,10,10
1,20387,6222.0,10,100
2,20387,5397.0,10,250
3,0,29.0,4,100
4,0,31.0,4,250
5,0,35.0,4,50
6,0,36.0,4,1000
7,0,37.0,4,10
8,0,40.0,4,500
9,0,40.0,0,10
10,0,43.0,4,500
11,0,48.0,4,75
12,0,52.0,4,100
13,0,55.0,4,500
14,0,59.0,4,100
15,0,68.0,4,100
16,0,73.0,0,500
17,0,73.0,4,75
18,0,31.0,0,250
19,0,33.0,0,1000
20,0,43.0,0,1000
21,0,46.0,0,1000
22,0,32.0,0,1000
23,0,47.0,0,50
24,0,92.0,4,75
25,0,33.0,0,100
26,0,51.0,0,500
27,0,55.0,0,1000
28,0,61.0,0,250
29,0,50.0,0,1000
30,0,35.0,0,75
31,0,31.0,0,1000
32,0,47.0,0,500
33,0,43.0,0,10
34,0,46.0,0,250
35,0,33.0,0,250
36,0,36.0,0,50
37,0,36.0,0,50
38,0,37.0,0,75
39,0,44.0,0,10
40,0,78.0,0,1000
41,0,33.0,0,1000
42,0,37.0,0,1000
43,0,42.0,0,100
44,0,29.0,0,500
45,0,31.0,0,250
46,0,65.0,0,500
47,0,110.0,0,500
48,0,28.0,0,75
49,0,15.0,0,10
50,0,31.0,0,250
51,0,40.0,0,50
52,0,56.0,0,100
53,0,87.0,0,1000
54,0,32.0,0,50
55,0,33.0,0,1000
56,0,33.0,0,50
57,0,48.0,0,100
58,0,38.0,0,10
59,0,42.0,0,75
60,0,31.0,0,500
61,0,69.0,0,10
62,0,46.0,0,75
63,0,39.0,0,10
64,0,41.0,0,10
65,0,40.0,0,500
66,0,32.0,0,50
67,0,40.0,0,500
68,0,70.0,0,100
69,0,42.0,0,1000
70,0,59.0,0,75
71,0,32.0,0,1000
72,0,50.0,0,1000
73,0,53.0,0,75
74,0,44.0,0,50
75,0,91.0,0,500
76,0,65.0,0,250
77,0,29.0,0,1000
78,0,48.0,0,100
79,0,48.0,0,250
80,0,37.0,0,50
81,0,102.0,0,1000
82,0,33.0,0,75
83,0,51.0,0,250
84,0,41.0,0,1000
85,0,44.0,0,75
86,0,87.0,0,250
87,0,88.0,0,75
88,0,30.0,0,250
89,0,63.0,0,50
90,0,63.0,0,500
91,0,35.0,0,10
92,0,52.0,0,10
93,0,43.0,0,50
94,0,31.0,0,250
95,0,96.0,0,1000
96,0,54.0,0,100
97,0,44.0,0,100
98,0,44.0,0,50
99,0,83.0,0,1000
100,0,40.0,0,500
101,0,41.0,0,250
102,0,95.0,0,500
103,976,283.0,4,50
104,976,318.0,4,250
105,976,457.0,4,1000
106,976,592.0,4,250
107,976,723.0,4,250
108,976,171.0,0,50
109,976,950.0,4,250
110,976,952.0,4,500
111,976,699.0,0,75
112,976,1123.0,4,500
113,976,1192.0,4,1000
114,976,470.0,0,10
115,976,1359.0,4,50
116,976,890.0,0,50
117,976,571.0,0,1000
118,976,724.0,0,10
119,976,1730.0,0,500
120,976,1750.0,0,100
121,976,1443.0,0,50
122,976,1854.0,0,100
123,976,1279.0,0,1000
124,976,511.0,0,75
125,976,2351.0,4,500
126,976,1241.0,0,75
127,976,1518.0,0,10
128,976,997.0,0,10
129,976,2830.0,4,1000
130,976,1164.0,0,50
131,976,1212.0,0,250
132,976,573.0,0,250
133,976,874.0,0,100
134,976,485.0,0,1000
135,976,1076.0,0,1000
136,976,152.0,0,250
137,976,1501.0,0,100
138,976,365.0,0,75
139,976,1374.0,0,75
140,976,228.0,0,100
141,976,1048.0,0,1000
142,976,3216.0,0,250
143,976,1259.0,0,75
144,976,612.0,0,250
145,976,170.0,0,1000
146,976,456.0,0,500
147,976,1075.0,0,1000
148,976,1721.0,0,500
149,976,1624.0,0,10
150,976,2577.0,0,250
151,976,1876.0,0,75
152,976,2011.0,0,100
153,976,5452.0,4,1000
154,976,1501.0,0,500
155,976,240.0,0,500
156,976,1084.0,0,75
157,976,3944.0,0,1000
158,976,1897.0,0,10
159,976,980.0,0,500
160,976,589.0,0,50
161,976,433.0,0,250
162,976,2109.0,0,75
163,976,2668.0,0,75
164,976,4445.0,0,1000
165,976,1263.0,0,250
166,976,2314.0,0,50
167,976,917.0,0,50
168,976,2542.0,0,500
169,976,1441.0,0,10
170,976,574.0,0,1000
171,976,432.0,0,10
172,976,2430.0,0,100
173,976,283.0,0,1000
174,976,6554.0,0,75
175,976,556.0,0,100
176,976,2318.0,0,1000
177,976,498.0,0,1000
178,976,1633.0,0,75
179,976,534.0,0,50
180,976,1940.0,0,75
181,976,3178.0,0,250
182,976,306.0,0,50
183,976,453.0,0,50
184,976,872.0,0,1000
185,976,1525.0,0,10
186,976,8241.0,0,500
187,976,593.0,0,10
188,976,417.0,0,10
189,976,516.0,0,250
190,976,1048.0,0,50
191,976,1857.0,0,500
192,976,1447.0,0,75
193,976,1163.0,0,250
194,976,5487.0,0,500
195,976,2923.0,0,75
196,976,11105.0,4,10
197,976,4190.0,0,100
198,976,9676.0,0,75
199,976,6352.0,0,1000
200,976,6350.0,0,50
201,976,6177.0,0,75
202,976,8367.0,0,100
