job_id,arrival_time,burst_time,priority,mem_util
0,6818,5920238.0,0,1000
1,6818,1947.0,10,50
2,6818,5920238.0,0,250
3,6818,3.0,10,250
4,6818,66.0,10,500
5,6818,5920238.0,0,100
6,6818,5920238.0,0,1000
7,7013,87.0,10,75
8,7013,51.0,10,50
9,7013,2.0,10,75
10,7013,4.0,6,50
11,7013,5.0,10,100
12,7013,3.0,10,10
13,7013,48.0,10,100
14,7013,119.0,10,100
15,7013,70.0,10,500
16,7013,10.0,10,100
17,7013,12.0,10,1000
18,7014,1.0,6,10
19,7014,27.0,10,250
20,7014,120.0,10,75
21,7014,124.0,10,75
22,7178,5919878.0,0,75
23,7178,5919878.0,0,75
24,7178,2.0,2,10
25,7178,9.0,4,10
26,7178,9.0,4,250
27,7178,4.0,2,250
28,7178,12229.0,10,75
29,7178,5919878.0,0,75
30,7178,44853.0,4,1000
31,7178,1058.0,10,250
32,7178,44856.0,0,75
33,7178,2.0,2,75
34,7178,67.0,10,1000
35,7178,17131.0,10,50
36,7178,17128.0,10,1000
37,7183,32.0,0,100
38,7510,85.0,10,500
39,7510,88.0,10,500
40,7510,90.0,10,1000
41,7510,3.0,10,10
42,7510,4.0,4,500
43,7510,4.0,4,50
44,7510,47.0,10,1000
45,7510,113.0,10,50
46,7510,115.0,10,500
47,7510,10.0,10,1000
48,7510,12.0,10,10
49,7510,14.0,10,500
50,7510,27.0,10,1000
51,7510,114.0,10,10
52,7510,118.0,10,10
53,34805,300.0,2,500
54,34805,10.0,10,250
55,34805,300.0,0,10
56,34805,300.0,0,250
57,35136,11.0,10,250
58,37317,12.0,10,50
59,44035,8006.0,4,250
60,44035,7241.0,10,250
61,44035,8012.0,0,500
62,44035,8.0,10,75
63,44035,10.0,4,75
64,44035,10.0,4,250
65,44035,8032.0,0,100
66,44035,8035.0,4,50
67,44035,8038.0,0,100
68,44035,1828.0,10,250
69,44035,8041.0,0,500
70,44035,8044.0,0,50
71,44035,53.0,10,500
72,44035,8047.0,0,10
73,44035,8049.0,0,75
74,46154,89.0,10,500
75,46154,94.0,10,10
76,46154,92.0,10,100
77,46154,4.0,10,500
78,46154,5.0,4,1000
79,46154,5.0,4,500
80,46154,48.0,10,10
81,46154,117.0,10,75
82,46154,115.0,10,75
83,46154,13.0,6,500
84,46154,12.0,6,100
85,46154,12.0,10,100
86,46154,27.0,10,100
87,46154,118.0,10,100
88,46154,119.0,10,75
89,47681,4413.0,0,100
90,47681,4419.0,4,1000
91,47681,109.0,10,250
92,47681,6.0,10,50
93,47681,8.0,4,10
94,47681,7.0,4,250
95,47681,4425.0,0,75
96,47681,4428.0,0,10
97,47681,4442.0,4,1000
98,47681,1327.0,6,10
99,47681,4444.0,0,100
100,47681,415.0,6,100
101,47681,83.0,10,250
102,47681,4446.0,0,10
103,47681,4450.0,0,250
104,57257,16126.0,10,75
105,57329,1544.0,10,500
106,58060,398.0,10,250
107,58445,412.0,10,100
108,58690,414.0,10,50
109,61654,416.0,10,500
110,64611,20287.0,4,50
111,64611,121.0,10,500
112,64611,2.0,2,250
113,64611,8.0,4,100
114,64612,8.0,4,10
115,64612,3.0,2,10
116,64612,10878.0,10,250
117,64612,20304.0,0,100
118,64612,20308.0,4,10
119,64612,1999.0,10,100
120,64612,20312.0,0,10
121,64612,3.0,10,500
122,64612,65.0,10,100
123,64612,20314.0,0,10
124,64612,17307.0,10,75
125,0,5079.0,10,75
126,0,728.0,10,75
127,0,2.0,10,250
128,0,31.0,10,100
129,0,29.0,10,100
130,0,6.0,10,250
131,0,5090.0,10,1000
132,0,5097.0,10,250
133,5233,1.0,10,1000
134,5233,1.0,10,250
135,5233,1.0,10,10
136,5233,1.0,10,75
137,5233,1.0,10,500
138,5233,1.0,10,1000
139,5233,1.0,10,10
