job_id,arrival_time,burst_time,priority,mem_util
0,4128,135.0,10,75
1,4128,155.0,10,50
2,4128,221.0,10,100
3,30536,1.0,10,50
4,30536,1.0,10,10
5,30536,1.0,10,100
6,30536,1.0,10,10
7,30536,1.0,10,250
8,30536,1.0,10,10
9,30536,1.0,10,500
10,30573,1.0,10,10
11,30573,1.0,10,1000
12,30573,1.0,2,10
13,30573,1.0,2,500
14,30594,1.0,2,10
15,30594,1.0,2,10
16,30594,1.0,2,75
17,30594,1.0,2,10
18,30594,1.0,2,50
19,31140,1.0,4,250
20,31140,1.0,4,75
21,31140,1.0,4,1000
22,31161,1.0,4,100
23,31161,2.0,4,500
24,31190,1.0,2,100
25,31190,1.0,2,10
26,31190,1.0,4,100
27,31190,2.0,2,10
28,32855,1.0,10,100
29,32855,1.0,10,75
30,32855,2.0,10,500
31,33000,1.0,10,250
32,33000,1.0,10,50
33,33000,1.0,2,500
34,33000,1.0,2,10
35,69248,467.0,10,10
36,69248,1800.0,10,500
37,69248,21.0,10,75
38,69248,3.0,10,10
39,69248,1801.0,10,100
40,69248,1801.0,10,250
41,69248,41.0,10,100
42,69248,2.0,10,75
43,69248,400.0,10,10
44,69248,1801.0,10,500
45,69248,28.0,10,250
46,69248,2.0,10,50
47,69248,59.0,10,75
48,69248,624.0,10,75
49,69248,6.0,10,250
50,69248,6.0,10,1000
51,69248,1801.0,10,10
52,69248,1801.0,10,500
53,69248,1800.0,10,500
54,69248,9.0,10,50
55,69248,1801.0,10,250
56,69248,1802.0,10,10
57,69248,1801.0,10,75
58,69248,3.0,10,10
59,69248,1801.0,10,1000
60,69248,1801.0,10,75
61,69248,1581.0,10,100
62,69248,6.0,10,250
63,69248,1800.0,10,500
64,69248,1801.0,10,10
65,69248,22.0,10,50
66,69248,19.0,10,1000
67,69248,2.0,8,250
68,69248,6.0,10,500
69,69249,1.0,8,50
70,69249,1.0,10,100
71,69249,7.0,10,500
72,69249,38.0,8,10
73,69249,2.0,8,10
74,69249,2.0,8,10
75,69249,10.0,8,50
76,69249,52.0,10,75
77,69249,2.0,8,250
78,69249,3.0,8,50
79,69249,5.0,8,10
80,69249,22.0,8,75
81,69249,1.0,8,100
82,69249,2.0,8,50
83,69249,1802.0,10,75
84,69249,1909.0,10,75
85,69249,1803.0,10,50
86,69249,1889.0,10,1000
87,69249,1802.0,10,50
88,69249,1907.0,10,500
89,69249,1803.0,10,100
90,69249,1905.0,10,500
91,69249,1802.0,10,75
92,69249,1911.0,10,50
93,69249,1802.0,10,250
94,69249,1891.0,10,50
95,0,1801.0,10,75
96,0,1801.0,10,500
97,0,1800.0,10,500
98,0,1801.0,10,75
99,0,1801.0,10,1000
100,0,1598.0,10,50
101,0,1801.0,10,1000
102,0,1801.0,10,1000
103,0,1801.0,10,500
104,0,1800.0,10,50
105,0,1802.0,10,500
106,0,1801.0,10,250
107,0,1801.0,10,75
108,0,7.0,10,1000
109,0,60.0,10,250
110,0,9.0,10,10
111,0,1803.0,10,50
112,0,1930.0,10,1000
113,0,1802.0,10,1000
114,0,1927.0,10,75
115,0,1803.0,10,500
116,0,1930.0,10,250
