job_id,arrival_time,burst_time,priority,mem_util
0,0,4.0,4,250
1,0,4.0,0,10
2,0,7.0,0,250
3,0,5.0,0,500
4,0,6.0,0,50
5,0,7.0,0,500
6,0,5.0,0,10
7,0,5.0,0,1000
8,0,8.0,0,10
9,0,3.0,0,10
10,0,4.0,0,250
11,0,6.0,0,500
12,0,4.0,0,50
13,0,4.0,0,100
14,0,8.0,0,250
15,0,4.0,0,250
16,0,5.0,0,75
17,0,7.0,0,1000
18,0,3.0,0,250
19,0,2.0,0,500
20,0,3.0,0,100
21,0,4.0,0,10
22,0,4.0,0,10
23,0,6.0,0,500
24,0,3.0,0,10
25,0,2.0,0,75
26,0,3.0,0,500
27,0,5.0,0,1000
28,0,5.0,0,75
29,0,6.0,0,100
30,0,3.0,0,250
31,0,5.0,0,50
32,0,4.0,0,50
33,0,3.0,0,75
34,0,4.0,0,75
35,0,4.0,0,100
36,0,5.0,0,500
37,0,5.0,0,75
38,0,6.0,0,250
39,0,3.0,0,10
40,0,3.0,0,10
41,0,4.0,0,50
42,0,3.0,4,500
43,0,3.0,0,500
44,0,3.0,0,10
45,0,4.0,0,250
46,0,3.0,0,500
47,0,3.0,4,100
48,0,3.0,0,75
49,0,3.0,0,250
50,0,3.0,0,250
51,0,3.0,0,500
52,0,4.0,0,250
53,0,4.0,0,50
54,0,4.0,4,500
55,0,5.0,0,500
56,0,4.0,0,250
57,0,6.0,0,500
58,0,3.0,0,100
59,0,4.0,4,50
60,0,3.0,0,50
61,0,4.0,0,100
62,0,4.0,0,100
63,0,3.0,0,500
64,0,4.0,4,100
65,0,3.0,0,100
66,0,4.0,0,250
67,0,3.0,0,75
68,0,3.0,0,75
69,0,3.0,0,75
70,0,5.0,0,100
71,0,4.0,0,50
72,0,5.0,0,10
73,0,5.0,0,1000
74,0,4.0,4,250
75,0,5.0,0,75
76,0,4.0,0,100
77,0,4.0,0,75
78,0,4.0,0,50
79,0,3.0,0,1000
80,0,3.0,0,250
81,0,4.0,0,500
82,0,3.0,0,1000
83,0,3.0,0,50
84,0,3.0,0,50
85,0,5.0,0,75
86,0,5.0,0,75
87,0,6.0,4,250
88,0,6.0,0,75
89,0,6.0,0,100
90,0,5.0,0,100
91,0,5.0,0,75
92,0,5.0,0,250
93,0,5.0,0,75
94,0,4.0,0,75
95,0,6.0,0,100
96,0,9.0,0,500
97,0,7.0,4,500
98,0,8.0,0,75
99,0,9.0,0,10
100,258,3.0,2,250
101,258,3.0,0,75
102,258,4.0,4,100
103,258,4.0,0,250
104,258,4.0,0,500
105,258,4.0,0,250
106,258,4.0,0,250
107,258,4.0,0,10
108,258,4.0,0,500
109,258,4.0,0,250
110,258,3.0,10,500
111,258,3.0,10,10
112,258,3.0,10,50
113,258,3.0,10,50
114,258,3.0,10,250
115,258,3.0,10,50
116,258,3.0,4,1000
117,258,4.0,0,75
118,258,4.0,0,100
119,258,3.0,0,10
120,258,4.0,0,100
121,258,4.0,0,10
122,258,3.0,0,100
123,258,4.0,4,75
124,258,3.0,0,250
125,258,3.0,0,500
126,258,3.0,0,50
127,258,2.0,0,1000
128,258,3.0,0,10
129,258,3.0,0,500
130,258,3.0,0,250
131,258,3.0,2,75
132,258,4.0,0,100
133,258,3.0,0,50
134,258,3.0,0,50
135,258,3.0,0,100
136,258,4.0,0,75
137,258,3.0,0,100
138,258,3.0,2,250
139,258,3.0,0,10
140,258,3.0,0,500
141,258,4.0,0,100
142,258,3.0,10,50
143,258,3.0,10,10
144,258,3.0,10,50
145,258,3.0,2,75
146,258,3.0,0,75
147,258,4.0,0,75
148,258,4.0,0,10
149,258,4.0,0,10
150,258,4.0,0,1000
