job_id,arrival_time,burst_time,priority,mem_util
0,0,21.0,0,1000
1,0,21.0,0,500
2,0,21.0,0,10
3,0,21.0,0,50
4,0,22.0,0,100
5,0,21.0,0,100
6,0,21.0,0,50
7,0,21.0,0,10
8,0,22.0,0,75
9,0,21.0,0,1000
10,0,21.0,0,500
11,0,21.0,0,1000
12,0,21.0,0,50
13,0,21.0,0,250
14,0,21.0,0,10
15,0,21.0,0,250
16,88,247.0,4,10
17,88,282.0,6,50
18,88,326.0,6,100
19,88,348.0,6,75
20,88,359.0,2,75
21,88,362.0,0,1000
22,88,374.0,6,250
23,88,396.0,4,500
24,88,433.0,4,75
25,88,434.0,0,250
26,88,435.0,4,50
27,88,467.0,4,50
28,88,467.0,0,10
29,88,472.0,6,250
30,88,478.0,4,500
31,88,486.0,0,500
32,88,529.0,6,500
33,88,564.0,8,100
34,88,573.0,2,250
35,88,604.0,2,75
36,88,204.0,0,10
37,88,315.0,0,500
38,88,415.0,0,500
39,88,448.0,0,100
40,88,713.0,2,100
41,88,754.0,0,250
42,88,770.0,2,500
43,88,776.0,2,50
44,88,797.0,6,10
45,88,807.0,6,75
46,88,478.0,0,250
47,88,446.0,0,50
48,88,416.0,0,1000
49,88,912.0,0,10
50,88,926.0,0,75
51,88,419.0,0,75
52,88,470.0,0,75
53,88,494.0,0,500
54,88,277.0,0,1000
55,88,408.0,0,500
56,88,381.0,0,1000
57,88,697.0,0,1000
58,88,257.0,0,75
59,88,1172.0,0,10
60,88,806.0,0,100
61,88,736.0,0,100
62,88,498.0,0,100
63,88,321.0,0,250
64,88,802.0,0,50
65,88,657.0,0,500
66,88,435.0,0,500
67,88,878.0,0,50
68,88,1270.0,0,1000
69,88,513.0,0,75
70,88,443.0,0,100
71,88,1344.0,0,500
72,88,980.0,0,50
73,88,405.0,0,500
74,88,493.0,0,75
75,88,1493.0,0,50
76,88,721.0,0,100
77,88,805.0,0,100
78,88,493.0,0,75
79,88,996.0,0,10
80,88,665.0,0,75
81,88,374.0,0,50
82,88,294.0,0,75
83,88,864.0,0,75
84,88,595.0,0,10
85,88,1781.0,0,100
86,88,563.0,0,50
87,88,768.0,0,10
88,88,817.0,0,500
89,88,235.0,0,75
90,88,602.0,0,50
91,88,606.0,0,1000
92,88,89992.0,0,10
93,88,89783.0,0,50
94,88,89587.0,0,75
95,88,90067.0,0,500
96,88,90291.0,0,500
97,88,89242.0,0,10
98,88,89197.0,0,50
99,88,90006.0,0,250
100,88,89557.0,0,250
101,88,89708.0,0,50
102,88,89408.0,0,1000
103,88,89303.0,0,1000
104,88,89542.0,0,1000
105,88,89527.0,0,500
106,88,89498.0,0,10
107,88,89437.0,0,250
108,88,89513.0,0,250
109,88,89258.0,0,1000
110,88,89123.0,0,50
111,88,89423.0,0,100
112,88,89392.0,0,100
113,88,89272.0,0,100
114,88,89256.0,0,500
115,88,89152.0,0,10
116,1953,88896.0,0,100
117,1953,88898.0,0,250
118,1953,88897.0,0,100
119,1953,88897.0,0,75
120,1953,88898.0,0,1000
121,1953,88897.0,0,50
122,1953,88898.0,0,250
123,1953,88897.0,0,50
124,1953,88897.0,0,250
