job_id,machine_num,start_time,finish_time
0,53,412316.6917717416,630074.4352556481
1,113,481327.7895367139,579739.980478856
2,109,276036.3380922604,821317.9964834924
3,22,450487.23744243383,806877.3366728211
4,37,192721.32093244165,626554.3066906137
5,112,371682.01786300534,781559.0752587558
6,103,465982.67359479837,741935.0763089652
7,114,267361.1315432437,682376.2923663777
8,12,456468.151437713,686962.4009507434
9,57,19274.71839561584,891444.1573891318
10,76,300896.6909534432,941510.074289082
11,91,405200.34328353486,813168.4357175224
12,70,31220.729110826574,781957.7502387965
13,22,258967.23099925616,521142.95668337506
14,34,228048.9487873048,913987.4465425735
15,120,341021.25822082924,832843.4075555673
16,14,291348.2163193122,636407.3468953522
17,42,31649.85854149127,732109.3326476788
18,37,358024.5696151791,800584.4608391458
19,98,232520.2493637227,951378.9383486946
20,30,390987.1867291433,572924.0112704037
21,65,128464.51446360913,595312.7250282855
22,82,74471.26702692264,731843.6528885195
23,25,341212.17793351045,958909.2540412713
24,115,173118.18671935392,675511.6374051509
25,22,437411.0473908066,791839.5943000045
26,31,227885.77087044815,773110.134065615
27,114,78770.45934551979,531256.3321339209
28,4,297644.3678051401,857188.3193236984
29,16,21097.305012094002,573048.9429414622
30,22,383127.6915825291,599035.6695522743
31,69,303225.61690342386,768782.7627950386
32,51,378488.28521879064,591178.4430699456
33,3,151172.44578285038,931207.4566361567
34,43,355326.1985331243,666238.9555615869
35,50,491971.83944216114,901377.4008552969
36,71,230908.17545930282,736444.8942035027
37,13,340277.90815059614,964405.0292079019
38,118,21343.540072968237,634489.1517505125
39,73,434363.94066572643,913653.7139934276
40,18,147020.76466587716,995959.4362157893
41,87,113415.90296992443,843006.7369916388
42,117,254492.01004789895,847103.6398104992
43,121,294810.0263123715,527561.8028157582
44,90,14925.65026461712,646088.5754650773
45,28,324349.7942005566,624606.8665221017
46,12,129313.4418086237,938130.0793100998
47,20,197863.76079992013,590031.0279530227
48,92,178887.95228347182,937093.9707463654
49,58,340354.75611821905,604155.657002753
50,75,362106.5120589402,897100.0349709829
51,54,370412.7767114366,718649.5028480353
52,49,226530.3217792538,631087.1530020514
53,66,132970.16791544357,865932.251485405
54,85,101941.37408798249,632928.6272061176
55,3,473703.9383511497,705100.6576428716
56,57,221345.88333956772,725101.4413669081
57,76,496476.73346691753,943663.8777319982
58,62,499552.5153757701,967983.7216693431
59,27,114064.91298934667,583105.958992229
60,100,492776.22974850965,564805.2117019035
61,83,191769.35650866124,902966.5109025501
62,77,87718.633890787,860972.9495978688
63,14,296012.094319666,613213.7266313583
64,87,123714.69041958661,734317.9262314328
65,4,458755.3595802216,846625.2714194594
66,63,323656.38689009624,526489.649573104
67,25,386637.99801259954,852903.8382742952
68,85,186326.47184441786,820021.2265741276
69,36,472403.5733823871,911857.6047452426
70,60,222648.55997106116,590773.0089300207
71,15,404685.56001050945,881978.6310381589
72,76,111934.04519777728,745527.710640939
73,77,164317.2300921722,504540.5170494979
74,22,3415.1407415176636,713835.1748842099
75,59,343658.6530232519,792103.7566651707
76,62,229642.96969310078,888781.8127141916
77,33,52996.02529931141,539785.6624176822
78,76,335870.67244568333,721996.1218811453
79,1,163677.33889049783,643312.1478979157
80,109,237217.3627977067,847692.2688651017
81,103,103797.02916492429,625127.5132195116
82,90,253507.00060348486,698366.8238506635
83,88,147590.83942766694,520948.46542929264
84,60,382045.09545006324,876097.2072541926
85,92,379032.2464502657,826751.3680652704
86,37,436963.1192289079,656383.0360611756
87,80,443499.6075953048,883015.2065299945
88,34,354929.2575929174,699147.8886720729
89,52,158110.21014852374,742883.1588708496
90,94,480517.16503932164,811233.2477970973
91,22,244080.72694567585,674828.431118483
92,85,271094.8568245903,617618.6198501686
93,32,420035.12947450456,835690.6993078451
94,106,431268.02009918,771755.8192036556
95,105,425803.97041248885,565362.8547611282
96,105,258334.75914045385,857469.9425006253
97,68,144677.77597285414,616770.6443608163
98,56,427082.9916995839,898380.890565039
99,15,289981.6404600316,999447.8575354457
100,60,119706.33314727375,812576.0604765757
101,79,31986.154699850278,797551.7771157108
102,88,410500.2703098897,623551.6698362572
103,22,114935.7423156026,538578.2131260062
104,75,128760.0378485303,895796.0562567653
105,58,391829.1327871973,509012.13699600456
106,121,288285.4873922147,926007.2550239555
107,111,438196.771430873,502914.59674781194
108,29,409782.73492737475,847339.8408005936
109,54,153116.59255429244,880295.2056493999
110,118,430694.3237670244,648615.5298159284
111,17,394621.42162542645,889982.7575927777
112,40,18936.183934766483,819489.9153197749
113,18,167391.67398754758,585937.820685881
114,7,44783.61844288642,734970.135391626
115,38,213885.98357815735,502276.42539787147
116,51,119772.32274078153,781819.706920802
117,92,223797.90319601374,522799.47676230734
118,50,130926.21626664081,677398.9758377733
119,72,334554.6769478683,955706.752491595
120,105,22996.402463860977,868205.388255816
