job_id,machine_num,start_time,finish_time
0,30,80724.0945445717,504206.02574080316
1,14,166675.85841094152,607743.8320045646
2,54,316605.03423160326,753573.0163885513
3,9,27441.661420491924,569701.9433474162
4,30,447995.5789812281,778181.0246036695
5,51,426686.6731018426,651673.5933280073
6,42,236186.72701307863,668812.3892759676
7,43,82447.8486883915,897620.3189376013
8,60,61858.91708495611,652693.8601908946
9,71,430181.8829568267,975435.7472984935
10,62,124322.15750302728,892063.7240591482
11,54,88525.85616724001,535495.2472578966
12,74,133619.21024978245,692770.2664814042
13,74,393626.087527816,520140.5155994131
14,90,343526.7865793562,795321.1703128256
15,28,143436.13830774443,980544.9246910112
16,62,202741.0974817877,973282.0254687066
17,83,366864.14869479043,656697.7649067988
18,116,223089.08226914675,959291.1840005857
19,40,202353.23317476804,803602.6024382955
20,79,178824.400407948,814857.4309181569
21,57,345343.56080230826,686895.2204247151
22,13,253303.77005181415,681944.085275348
23,4,107215.26408042925,856923.6644674017
24,6,173743.3899866596,878528.2817223193
25,14,411741.2277732459,584468.0211576431
26,17,125775.67722580818,807094.8186925726
27,32,383885.7439209829,918822.5558818288
28,50,270682.2425396198,890452.3977746597
29,100,473563.9256727476,758532.7118540773
30,86,353466.2333416693,606429.6285020552
31,36,328118.5346672835,744975.3669722552
32,8,366998.4459257242,976143.2504256549
33,96,240680.1989453468,710486.3049549058
34,87,477049.1381479106,900221.9771232824
35,82,436733.53417272604,869595.746180522
36,27,385630.7557777166,964867.9939743394
37,57,439509.2465390333,525775.8005968235
38,112,55133.10029670948,781287.121435774
39,16,47184.59905086686,813785.0012316193
40,30,433578.98945053824,867015.4100165113
41,93,137454.4012199454,672302.0311877882
42,101,51363.82416719515,796982.8688612082
43,7,86423.80901763625,646427.006089339
44,100,247310.3542104454,892371.8212385345
45,8,466707.91230068536,818738.3841843421
46,60,330321.2620991337,898904.364693679
47,101,162094.52254248536,908083.0503886429
48,102,196907.385694295,954633.0505457667
49,104,100029.1996232226,966798.9986166961
50,105,343130.97457581235,977869.9041219372
51,15,419472.33034506073,701033.7220290197
52,23,471714.14645796054,736375.1493380852
53,85,234596.13248392774,951769.2508828552
54,98,217901.75057519245,636868.8431582549
55,9,310766.4231637063,944470.097831809
56,77,3522.9068189917,903456.5312615007
57,34,64825.08741698684,560385.1135570054
58,82,74537.35863600952,671389.9648928113
59,117,284642.37971164496,655902.0854167959
60,15,411477.42597278743,994682.8711728826
61,1,220546.22095484615,687334.4385009762
62,45,379575.8112708034,657968.4805446754
63,83,214244.9265197492,937930.7846613533
64,89,343577.1098475981,929347.851226826
65,40,36894.84113098823,608305.4608542749
66,119,416843.96913860634,518390.483598154
67,88,124017.4943012285,988034.4037764701
68,1,383484.1244444026,688435.8467533239
69,50,457251.31252544484,882514.3422534651
70,13,188394.47082937966,970030.8449576267
71,22,177438.86175295542,775742.3865052661
72,44,33920.091092612405,706705.2035326366
73,102,363301.22290123836,793200.3654005879
74,89,82182.43576680816,737574.8172295713
75,61,168925.51888006236,851496.7042213539
76,92,53633.56800356795,558269.8449101052
77,16,337975.30648856674,574384.6153804928
78,12,188905.20038996483,637930.6676810023
79,58,427852.5222496986,569034.5261135821
80,12,485594.0771802402,830564.4781250479
81,10,216486.0082102182,797409.6238239568
82,79,97800.90107560524,507171.4500885546
83,13,359443.2200512914,642810.4939054843
84,43,441669.43723529985,719731.5596312204
85,78,492352.2603620492,634746.1371053486
86,70,81872.81460293794,968078.3281031823
87,2,141680.54324563072,894377.5923554716
88,82,269932.7285683517,798471.1400194054
89,96,91216.30429820204,584118.3761281986
90,110,273525.06113599916,940771.9105393109
91,2,286497.2997150827,725967.5883631485
92,61,181712.27994835287,616259.0295832595
93,99,289243.9372656184,627520.3469597772
94,27,41096.38294386758,958994.9266141374
95,16,274932.7489414238,533096.870517993
96,57,277204.3955505125,907275.6875851718
97,107,200493.07907251874,967631.3354092177
98,47,239482.85716168798,713510.0550248153
99,109,122395.61401931403,718398.2814281774
100,51,213623.71942029812,555496.3202341789
101,100,200546.1632993486,858903.2569987446
102,2,459068.45705383783,890009.5776560977
103,60,132721.27680186013,569453.6016325596
104,91,282959.8541944304,794440.2565673927
105,20,375973.58431667916,508173.89859773894
106,66,223647.36791554434,897057.2375453582
107,65,329847.96790362,711119.6664132756
108,66,2254.009464529416,815231.866341778
109,110,267040.45647748624,753636.3587577783
110,32,70848.07032137524,861664.4503299207
111,116,185353.27780965166,643458.7548958492
112,91,86775.56868372892,521921.60876367724
113,90,356112.5596666913,520811.67323736055
114,102,29573.94437574634,981532.7867069406
115,73,379808.467974117,744033.7504603224
116,62,302238.85312455596,603466.4376213474
117,96,342688.0843524394,852888.0462534012
118,109,481990.25755101815,749281.2338954139
119,13,309943.4426565438,579289.2401581042
120,19,391854.25013330305,923908.5170294559
121,113,280729.66375007515,750504.7320917349
122,20,102774.96731532864,583340.6663060347
123,44,143009.69744278723,820136.0109279742
124,38,40226.35722829937,731825.9177376365
125,3,229856.35123183046,986431.5774463327
126,12,431088.6394425911,624723.9079265406
127,62,412881.15909175295,522416.4244664409
128,23,98919.12089303446,757864.5760561911
129,111,336604.14412144315,586848.80616427
130,14,199465.32920537086,596921.3561942886
131,58,384538.2722984389,691821.4438893601
132,103,162023.89628874513,878922.5609908173
133,24,342243.47449352645,908470.0533359665
134,16,83519.44324531418,684153.4401757298
135,9,163524.57958886834,611020.3536262593
136,81,195568.23518880628,648502.5095987937
137,33,460799.0368805622,654309.9121420367
138,38,287764.0497790666,591302.2097729357
139,53,258771.2321105014,689604.7105976448
140,24,240534.3210843165,854221.2399671205
141,57,337536.2704185064,925734.9781036739
142,116,771.9540508797639,669531.0310773049
143,61,252067.0680925843,773441.1715258048
144,34,1819.8528474217546,621402.3844585501
145,26,350781.37219745986,665802.565927997
146,74,160938.33418413583,615288.0934517155
147,56,26565.00458729799,627177.0967143443
148,113,173983.29832338504,772840.3372023475
149,31,171243.0452515674,674412.8263093957
150,38,212881.97987129254,833755.2253996327
151,118,56202.673522923906,595648.622997854
152,70,230240.79098963918,751032.9882628046
153,30,389499.0574356459,993561.182767491
