job_id,machine_num,start_time,finish_time
0,53,171386.80958681562,759906.2509692614
1,9,288839.1968823232,962790.0126294296
2,77,403897.4637586315,727285.1063468026
3,49,221593.03916472962,599311.3710010957
4,6,435564.0329726321,610965.1934359667
5,110,147149.6026948182,939032.6856330168
6,92,3632.5350708255046,554921.2976214096
7,114,305375.32045343245,639080.5587668578
8,7,155536.14999975922,597208.5407948674
9,62,447356.69324093685,882178.3402063907
10,81,364361.2875453591,610903.7684573391
11,91,405575.5853198586,775480.9908167059
12,65,67370.17228991304,662770.5179362738
13,112,107997.6951673895,692831.6863001927
14,97,178604.24198691655,865588.3945287557
15,72,198330.14737340232,667513.3467628922
16,56,109430.03061464596,572780.02800823
17,106,216601.91328281196,629750.7517091839
18,43,40089.31962433082,529669.7406492323
19,23,232205.76995829938,511478.4846771515
20,21,381582.0382336276,615072.7078365482
21,105,497127.9243342554,977086.0940743841
22,11,267431.9528651912,817433.403290197
23,22,197546.81602991108,942061.5938000759
24,75,463333.4817195787,639652.7840576557
25,6,422150.1306412586,721359.5889392233
26,61,449029.4740721166,899931.8498468539
27,49,270783.8971518271,833835.1627029943
28,112,186585.36506518576,561437.4878352873
29,7,187959.4380773937,931021.552265164
30,96,399400.9167421539,618155.825699045
31,45,127475.62075421232,593023.0738320389
32,2,337587.53434427927,815279.1793442555
33,59,359895.4074830941,695543.4693915471
34,77,164114.34616722714,814431.6151575947
35,19,304419.6250474405,953243.4897127853
36,47,139149.2193522923,767461.76623855
37,63,436481.2433354329,924336.2174618132
38,22,214011.4905014755,821170.6591706916
39,43,341238.09792018234,535427.5158423048
40,98,271147.79164880863,981964.5928130753
41,51,24009.73008871915,542127.2108395349
42,16,221968.8732839994,640110.0331315926
43,103,131318.49078750747,577907.3988805406
44,29,106625.39600273491,698674.7683104961
45,88,343939.5015012866,607016.7626991872
46,122,171514.15838139734,748710.5848564325
47,24,309863.04691912216,650676.4067471599
48,104,375272.5862443308,614799.1944716753
49,82,235003.55995330986,598385.5085130088
50,56,228761.21049966224,587067.2782471477
51,9,354217.13776422833,924688.8486957501
52,26,335387.3312515512,976095.2053693598
53,83,115792.24986849529,698249.5864535235
54,4,254856.1218012579,883440.3190054675
55,19,275248.54534492834,814230.8893076205
56,10,124018.29992364116,930718.4586071277
57,34,37569.03489668273,870272.7064506173
58,37,94461.0600842602,579928.4553737348
59,44,359412.5968742835,849343.9633934128
60,79,457937.681762323,800448.898420633
61,66,327938.9469303648,615895.1899820206
62,79,425301.46482264274,970577.4547982016
63,13,250361.00321345517,724811.4916556398
64,31,449286.5571530098,746018.5112622005
65,110,273766.4377686802,673160.6712652838
66,14,187831.51880729836,726986.1840719712
67,110,40081.983854052596,505870.5924408655
68,88,58970.97061282036,699468.327263292
69,77,105855.4472955771,751323.2192497954
70,3,61778.00482953005,872330.5645563378
71,44,275719.6066405743,956121.3514293409
72,108,160938.3796049444,587730.0299344319
73,13,251440.80730686008,599366.4801536916
74,87,32059.259881996484,816596.7772171949
75,92,78045.41888992622,510351.2737968707
76,121,287092.7717131335,570222.2261794775
77,119,74439.19215334894,504779.130153624
78,45,268257.0724232448,670903.1581386825
79,60,355966.19636558223,515151.5642657662
80,99,429000.9509162158,552373.4373561136
81,49,369892.03021673433,879059.7139061698
82,20,150703.5938050208,902027.1896706626
83,117,399706.41659081803,680435.2676356519
84,73,388367.8318572542,651833.1151456083
85,88,62667.64794783952,559012.9590266291
86,45,434475.78837035166,573141.5412989883
87,14,294366.93396820436,886370.6251163699
88,10,422043.77302227676,540761.3721843901
89,1,308585.1321096021,752483.2961566187
90,118,244595.28208299624,989795.8902936329
91,33,98292.10429285068,988090.9318189295
92,98,331332.6216480061,695199.3770249664
93,3,238177.53044595852,894633.1273385987
94,122,111727.38454159342,732502.7807177118
95,103,475996.2728422774,660304.2642448399
96,82,207354.42874011982,998201.3974660027
97,16,291170.85559931205,614747.8201907204
98,117,297698.83138639794,962612.3869292601
99,76,97994.01429429177,817469.4284636616
100,67,439960.7307936397,731636.7368233264
101,85,135425.52963048316,750394.8492344092
102,119,359646.0546406153,709361.1769160571
103,18,474565.4639760832,989089.3158577725
104,103,96660.3840427736,508639.76188272587
105,15,209872.85272856866,881144.9667783746
106,111,494058.1983517278,823105.4169728693
107,121,426454.24151504756,695912.5633751121
108,91,275804.1248746283,712174.237143967
109,17,167208.1146727612,802243.9674339166
110,54,441289.1416392349,691170.2611545189
