job_id,machine_num,start_time,finish_time
0,50,498582.75833866897,972694.2641434724
1,83,493765.6905597445,534261.1699862262
2,16,116052.6917415839,787011.6111712446
3,50,418014.29453741305,772830.5403398653
4,66,353540.44482838036,751313.0883398233
5,85,355181.13136798685,544895.9008729468
6,36,241436.03090771026,860870.7267442405
7,44,405313.0886109929,766235.1138289459
8,15,187491.1319916281,518603.3653757016
9,71,311969.0154544352,870957.2434401651
10,25,388951.11438186385,556526.6459763624
11,21,331419.29621503985,575498.9286140099
12,27,457398.3125436148,638612.5627504193
13,58,364565.2966378557,600640.4578157933
14,93,388565.6761185526,779911.6800822573
15,115,333977.6851960974,675782.4636820364
16,104,20091.800774594383,929246.3181829618
17,74,473023.43313802866,932889.7916466726
18,28,353801.1266390605,896497.7201003577
19,55,192995.6372691901,812911.1453535886
20,19,218941.33379954367,909062.2280041755
21,36,369163.32349601353,789906.538720424
22,100,96129.23433962866,772862.0694151081
23,76,72019.66416581601,839078.3375238429
24,120,152061.5321251265,531715.0273963142
25,0,352824.86159089784,574324.0963907274
26,12,33009.515760065886,672712.1232029671
27,24,47035.45831153133,659742.0798402783
28,119,364815.44007991685,968789.8733785496
29,111,249527.69717306783,950510.7365045897
30,108,137843.62935191096,641059.3526877689
31,29,483075.67164145986,991574.7320221136
32,103,188016.44004473172,928550.6104580623
33,105,145907.36633488312,993265.5714268165
34,104,474350.9153146004,812227.078956531
35,43,360907.8328984946,980676.8653332195
36,31,231002.7027322728,637830.4496075399
37,116,270387.2681866065,732590.5021697549
38,30,343328.01937926706,986099.6235112323
39,26,60930.20311349501,534359.8217062148
40,38,297847.41295312374,673977.2834703232
41,13,211408.59936926165,534161.367113126
42,36,249355.1828239286,981815.9492400229
43,63,348981.8758139842,604036.5649272534
44,95,159653.74854121168,512683.9067308017
45,56,194363.3670959029,871476.767398736
46,19,346789.3452310411,665727.3649224008
47,18,215512.13217031857,834732.6668655107
48,30,386350.7700981249,548606.0240110947
49,66,20240.310105017088,805319.8925781377
50,70,136382.94631439785,959543.6390711585
51,35,96341.8222697402,500164.62864273397
52,119,138173.25189675821,679737.1007759513
53,104,113586.44432774956,833157.0120552123
54,65,407681.59171966306,944720.4409622825
55,121,345841.50951304886,572620.4155724195
56,105,146268.29869547437,968437.1912962873
57,76,208084.99216706987,645366.8833034557
58,65,177257.51755231022,898362.2186698918
59,96,79838.24111851645,836848.9799887144
60,16,297241.15775163093,929967.2495561012
61,13,323361.54939012555,792992.1121276609
62,68,475119.3047912217,903076.4987959091
63,98,125599.59466771569,827859.1680847218
64,95,468763.1577331611,783977.0609929136
65,56,134038.1804028994,633978.366589172
66,18,475248.5678726572,643647.7217274792
67,57,498163.03067002347,575060.868387371
68,93,135799.7866090665,668818.4352081082
69,101,178768.00421035782,732747.5516988072
70,53,281504.682743696,898100.4617631288
71,67,167787.73941236758,551536.669411942
72,9,200708.30886822843,918151.0498408738
73,47,255354.5114477864,933001.5425342484
74,51,108562.91302424787,659731.6686740336
75,91,166579.41806243337,719375.2097059498
76,118,135240.7900086166,761710.2001538968
77,4,340327.5816739354,850673.7853061672
78,64,338149.36081103707,608551.2452325132
79,45,208876.91873774506,983106.6056215198
80,26,347752.00916313526,984296.8473735056
81,104,181576.77617913875,694535.0386370679
82,57,334937.68387425586,527507.3203270689
83,26,444439.5794549369,543566.145557248
84,24,290912.6953661848,885449.2951207635
85,122,57962.75786394584,585604.3590249475
86,101,164371.54261500182,831670.6688811183
87,92,397015.76318050124,880465.8925324641
88,26,395084.27316922526,777404.3855723412
89,61,375647.41028826823,938863.5995093174
90,83,318048.25738370913,563466.8378060716
91,4,262085.8173382674,981554.010954611
92,90,31788.342654494096,638952.0650384554
93,35,165098.32333342306,879198.9623313184
94,3,465367.2903147405,842034.6108426398
95,75,154629.14194393763,834172.017889414
96,52,453768.01874182635,907981.8710892322
97,122,267509.24044005026,832682.6619861699
98,11,18552.680272135025,590799.245740967
99,114,310502.98436104105,713341.8134440813
100,54,445523.1039970561,924404.8328997224
101,108,6694.378614739427,941331.6263147515
102,97,310822.22633860074,942584.4218259933
103,13,384184.44876284304,603927.9381612112
104,88,355884.4764215424,602598.9223607728
105,53,388608.96995976486,627990.904488608
106,10,103037.80406250313,529448.1666578313
107,72,380372.737169623,947412.9387257132
108,42,288913.7696238484,645071.7771984462
109,42,282055.0058424554,689659.8928611362
110,29,262863.1593506448,950924.4511431757
111,29,48666.119437489775,793184.3242642935
112,53,298848.2578933362,826889.0411402103
113,74,210733.7118951268,584235.2654247971
114,66,34638.18064002594,646426.6059048699
115,74,217856.9780874693,718381.002805318
116,117,490622.8119924104,989804.5416285469
117,12,169545.92028961168,813099.2955283057
118,94,318139.8606627446,866892.252839345
119,63,470865.27791542903,646152.5777454994
120,68,376506.4439376537,764920.822926142
121,60,490248.65007084975,624525.4749301813
122,41,24002.283092441234,897757.1443117771
123,21,408106.4550107257,702801.4706996192
124,13,48577.41718995029,971055.4442031082
125,72,120018.96157793367,783463.491151969
126,101,119480.58793139427,504678.03040663037
127,82,245613.54732006296,694144.5586973003
128,119,419914.9284891792,886222.584087925
129,90,367106.7764643957,655390.7831275323
130,40,127486.5797693046,604309.9992411233
131,116,163460.45877501796,568477.6461479837
132,68,64698.002040400934,937771.6510044541
133,86,39630.297344301514,671854.1873510276
134,38,157008.61422482826,727719.8407888308
135,102,312394.21560927463,544903.8081316093
136,105,399947.7374488741,723566.2611644149
