job_id,machine_num,start_time,finish_time
0,40,300944.5779663998,812864.0737202135
1,55,99169.74304919768,754994.0264021243
2,75,278732.6654760959,853335.4571411347
3,108,87180.74987341801,804276.074425481
4,61,228451.64326341977,950312.5950821172
5,28,358925.8718541956,893506.7372102127
6,5,404542.15462220536,621996.4858465355
7,106,34998.568001086416,529839.1991491301
8,107,124430.02778874252,831886.6916217325
9,91,2862.983318768997,795396.4218803992
10,59,156565.72213895925,775223.8709145334
11,85,377679.7293658399,921506.1011691582
12,74,279288.61959372024,952443.5355254603
13,30,248283.37835205483,753253.533084122
14,104,476429.1551882512,656776.7413590497
15,90,56871.31698102399,869368.8921847334
16,56,435412.42525244603,615631.3958769386
17,25,457737.8551746281,962596.1181663875
18,34,272359.0425373989,887116.6155944595
19,59,348521.18012944935,780811.0554728145
20,84,343314.88467811333,901625.2800418625
21,98,186651.29274092134,977639.5231270869
22,108,257527.7586928721,796634.7457449089
23,80,384453.81309061724,958374.055120564
24,82,225262.99517140558,976615.7318164802
25,6,126468.84327277585,763567.080378755
26,96,474857.49085467996,847479.6539936382
27,106,157274.92487185812,853123.0042187
28,115,9098.344338859753,814403.1956411556
29,96,332271.3510080686,729200.5388682612
30,72,169714.81736458172,744071.1176575236
31,62,328756.61317612947,552064.8471788988
32,32,344580.10308528703,998778.9075352054
33,3,397151.008302899,930325.5156255821
34,13,211896.3255226321,719250.7877781694
35,108,143815.70738254112,980247.2960800587
36,40,258909.2053811754,652642.2310609546
37,6,14438.058662333553,871550.7991538607
38,76,124589.9507126309,710292.1158979174
39,58,384981.44875790476,565887.247607764
40,40,356845.7090887393,968907.5228582714
41,24,167876.44566582094,694691.7955196779
42,48,123879.50401739328,539742.8029088327
43,67,77285.28110143646,500645.2424083652
44,113,166554.21035499047,985882.1314828873
45,101,493100.1457184711,748602.6909947825
46,31,424934.7319369913,863773.4386556572
47,121,158958.3668495343,604810.9946187561
48,11,147400.25479444274,624410.5605073365
49,117,276871.57087546575,582531.9613064782
50,54,227622.0778029384,501527.87035036244
51,37,108088.52294805454,964263.6645593009
52,10,427553.4450936563,955501.7330226025
53,95,215469.6883403214,512922.5706424325
54,43,337006.348181596,668246.8573476386
55,110,417971.39555949526,857271.9607282239
56,51,57867.28201782859,523757.9186495103
57,70,279653.4593725673,701645.7338691102
58,108,461145.1474139505,730635.6543487487
59,122,153930.41509976867,788107.7209713281
60,96,86900.49265112565,511562.71766164637
61,93,281242.9287832355,792868.2065821309
62,40,97548.36445733644,776223.2427332764
63,28,74463.81101050231,518380.8241823894
64,98,20292.343863672013,846118.5384012351
65,45,351153.1404900649,521586.7999099963
66,90,265131.05557309714,803834.5275297953
67,43,93615.07058575575,993914.6803452172
68,103,60966.595725491345,755942.4786138409
69,117,294972.9037357905,783225.50360264
70,22,102128.24064397924,517087.8324294985
71,43,99309.11179274831,912124.5574092341
72,6,50655.965828334534,914566.5313958692
73,15,303864.2057668468,815870.6758918483
74,58,396578.35499201505,962137.7066188212
75,28,62648.01022727928,595833.9023836218
76,43,151649.31347669597,543033.7902684209
77,55,465383.5788988668,934782.9453921225
78,27,172424.53399283165,811210.9975730223
79,99,324585.48829450377,932245.2313186125
80,49,445347.0590105308,926958.1814498815
81,27,3707.196091904785,793859.4657388598
82,55,21652.064348637534,787534.5795404237
83,29,367295.7082298355,720400.546347194
84,26,421743.97592432774,625526.5516388742
85,17,357847.9153027029,976963.5817261648
86,39,449612.20762703655,560798.7313921256
87,96,171499.21211528496,543045.9221426754
88,82,345576.47646288446,903842.9319078102
89,121,176958.94107250404,970505.9269467529
90,4,343388.9213728963,707237.1411333567
91,75,13209.845932758035,725054.7863864832
92,50,395573.25744281604,733589.8279480244
93,12,115780.4755574992,840808.2311363849
94,78,422488.38661327976,821510.7766098096
95,98,487826.01994778693,795825.299760044
96,49,449459.08948148775,960769.3907737368
97,96,250117.89471300493,905471.3654880049
98,60,133830.88478124872,727911.7157377093
99,80,213521.80914037104,516793.69738163333
100,1,311791.57964029914,693092.3949641425
101,48,420601.29520737904,847257.8739517254
102,86,255555.19958423596,802794.1559826469
103,120,387478.5394948524,769189.6833141645
104,66,66263.25393023642,925835.8930840734
105,25,58116.910727123715,705521.0822080856
106,77,138575.97004125427,839307.1364955069
107,77,48709.46517465996,653294.8401756489
108,44,402217.46677948465,593588.4506562222
109,59,84499.88641296352,865762.4520259604
110,89,435149.76999980764,567741.3742006054
111,90,250685.59388574646,600462.69375227
112,48,126816.90415443691,698540.6188271983
113,115,300813.8409305492,670415.5950032255
114,39,459095.8612334712,950444.2781009842
115,79,69508.73374210598,791819.8186328451
116,97,327006.15289147326,816001.9594413065
117,0,238768.4848728736,854987.8559854778
118,50,355815.0133650271,739319.2437172019
119,73,387303.9329715778,691654.9259749317
120,17,19889.438039045082,772946.1774612133
121,34,282915.896723167,702337.7356758413
122,25,445037.48134191596,539367.7466291782
123,62,86510.9672799585,842787.937971588
124,96,493929.2130688493,917459.6278991359
125,112,468709.0924260383,774182.0549952122
126,77,74781.63678061866,750980.3432878731
127,16,208566.10686603695,597652.3668197942
128,47,197810.1870935235,524029.08704780584
129,54,321572.2089126607,915407.7390341647
130,58,210546.6203501131,522750.81616960757
131,55,142031.50932939624,642609.274794596
132,79,315622.55188913655,512665.1468048182
133,57,366291.26975211565,705603.1108322843
134,81,12338.441432956372,725510.1820516048
135,95,493685.0633696766,862167.9148036651
136,9,152316.4580538363,809935.9973600123
137,29,479391.49431627075,791696.982732171
138,96,90357.4147998496,752149.5692486009
139,84,25828.802558212017,969614.9464290666
140,59,179047.94772248965,960509.3240311366
141,59,441945.60123422137,662455.6764285405
142,63,263762.8571919766,851650.4621660337
143,55,231717.37455183943,671293.7194156514
144,9,97259.29998602584,912373.6225672057
145,83,30560.455208327676,933389.3227140523
